page_source,first_scrape_date,last_scrape_date,url,post_type,city,location,title,property_type,postcode,price,price_type,surface,surface_unit,rooms,furnished,postcode_1,gemeente,gemeente_code,wijk,wijk_code,buurt,buurt_code,stadsdeel_onderverdeling,stadsdeel,pc6_jaar
Pararius,2024-12-05,2024-12-17,https://www.pararius.nl/appartement-te-koop/amsterdam/e7d10ccd/singel,Buy,Amsterdam,1012 WP Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Singel 449 B,Appartement,1012 WP,775000,k.k.,86,m²,3,,1012 WP,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Kalverdriehoek,BU0363AD08,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-18,https://www.pararius.nl/appartement-te-koop/amsterdam/0a920e97/nieuwendijk,Buy,Amsterdam,1012 MP Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Nieuwendijk 62 A,Appartement,1012 MP,725000,k.k.,104,m²,3,,1012 MP,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Nieuwendijk-Noord,BU0363AD03,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-18,https://www.pararius.nl/appartement-te-koop/amsterdam/6c087e42/nieuwe-nieuwstraat,Buy,Amsterdam,1012 NG Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Nieuwe Nieuwstraat 43,Appartement,1012 NG,645000,k.k.,85,m²,4,,1012 NG,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Nieuwe Kerk e.o.,BU0363AD05,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-18,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/3bfbdcf4/dirk-van-hasseltssteeg,Rent,Amsterdam,1012 NE Amsterdam (Burgwallen-Nieuwe Zijde),Flat Dirk van Hasseltssteeg 52 D,Flat,1012 NE,1900,per month,45,m²,2,Upholstered,1012 NE,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Nieuwe Kerk e.o.,BU0363AD05,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/981265a4/nieuwezijds-armsteeg,Rent,Amsterdam,1012 NB Amsterdam (Burgwallen-Nieuwe Zijde),Flat Nieuwezijds Armsteeg,Flat,1012 NB,3000,per month,90,m²,3,Upholstered or furnished,1012 NB,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Nieuwendijk-Noord,BU0363AD03,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/9a118098/spuistraat,Rent,Amsterdam,1012 VN Amsterdam (Burgwallen-Nieuwe Zijde),Flat Spuistraat,Flat,1012 VN,3000,per month,85,m²,3,Furnished,1012 VN,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Spuistraat-Zuid,BU0363AD06,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/8ac74ccd/martelaarsgracht,Rent,Amsterdam,1012 TN Amsterdam (Burgwallen-Nieuwe Zijde),Flat Martelaarsgracht 7 3,Flat,1012 TN,3750,per month,125,m²,3,Upholstered,1012 TN,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Nieuwendijk-Noord,BU0363AD03,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/63f56272/sint-nicolaasstraat,Rent,Amsterdam,1012 NK Amsterdam (Burgwallen-Nieuwe Zijde),Flat Sint Nicolaasstraat 32 A,Flat,1012 NK,3950,per month,190,m²,4,,1012 NK,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Nieuwe Kerk e.o.,BU0363AD05,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/45a9a00e/singel,Rent,Amsterdam,1012 WG Amsterdam (Burgwallen-Nieuwe Zijde),Flat Singel,Flat,1012 WG,3450,per month,110,m²,4,,1012 WG,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Spuistraat-Zuid,BU0363AD06,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/bf7d97b5/spaarpotsteeg,Rent,Amsterdam,1012 KS Amsterdam (Burgwallen-Nieuwe Zijde),Flat Spaarpotsteeg,Flat,1012 KS,2750,per month,101,m²,4,Upholstered,1012 KS,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Begijnhofbuurt,BU0363AD07,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/7ae484a0/singel,Rent,Amsterdam,1012 VG Amsterdam (Burgwallen-Nieuwe Zijde),Flat Singel,Flat,1012 VG,5000,per month,125,m²,4,Furnished,1012 VG,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Spuistraat-Noord,BU0363AD04,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/a6a39925/rokin,Rent,Amsterdam,1012 KR Amsterdam (Burgwallen-Nieuwe Zijde),Flat Rokin 18 C,Flat,1012 KR,2150,per month,55,m²,2,Furnished,1012 KR,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Begijnhofbuurt,BU0363AD07,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/718a6b20/nieuwezijds-voorburgwal,Rent,Amsterdam,1012 RZ Amsterdam (Burgwallen-Nieuwe Zijde),Flat Nieuwezijds Voorburgwal,Flat,1012 RZ,2750,per month,100,m²,3,Furnished,1012 RZ,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Hemelrijk,BU0363AD02,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/92e34e4b/kalverstraat,Rent,Amsterdam,1012 XB Amsterdam (Burgwallen-Nieuwe Zijde),Flat Kalverstraat,Flat,1012 XB,2950,per month,112,m²,4,Upholstered,1012 XB,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Kalverdriehoek,BU0363AD08,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/e043f8b4/oude-braak,Rent,Amsterdam,1012 PS Amsterdam (Burgwallen-Nieuwe Zijde),Flat Oude Braak,Flat,1012 PS,2950,per month,80,m²,3,Furnished,1012 PS,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Nieuwendijk-Noord,BU0363AD03,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/b6287f8f/nieuwendijk,Rent,Amsterdam,1012 MP Amsterdam (Burgwallen-Nieuwe Zijde),Flat Nieuwendijk,Flat,1012 MP,2750,per month,92,m²,3,Furnished,1012 MP,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Nieuwendijk-Noord,BU0363AD03,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/003f0e2a/gravenstraat,Rent,Amsterdam,1012 NL Amsterdam (Burgwallen-Nieuwe Zijde),Flat Gravenstraat,Flat,1012 NL,2250,per month,73,m²,2,Upholstered,1012 NL,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Nieuwe Kerk e.o.,BU0363AD05,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/a933cb4c/nieuwezijds-kolk,Rent,Amsterdam,1012 PV Amsterdam (Burgwallen-Nieuwe Zijde),Flat Nieuwezijds Kolk,Flat,1012 PV,2250,per month,60,m²,2,Furnished,1012 PV,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Nieuwe Kerk e.o.,BU0363AD05,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/e4be21f5/singel,Buy,Amsterdam,1012 VK Amsterdam (Grachtengordel-West),Huis Singel 167 A,Huis,1012 VK,899000,v.o.n.,100,m²,3,,1012 VK,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Spuistraat-Noord,BU0363AD04,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/e3933866/t-hol,Buy,Amsterdam,1012 XW Amsterdam (Burgwallen-Nieuwe Zijde),Appartement 't Hol 14,Appartement,1012 XW,800000,k.k.,93,m²,2,,1012 XW,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Nieuwe Kerk e.o.,BU0363AD05,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/eefb336e/rokin,Buy,Amsterdam,1012 KW Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Rokin 66 2,Appartement,1012 KW,599500,k.k.,70,m²,3,,1012 KW,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Begijnhofbuurt,BU0363AD07,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/3aba2b85/voetboogstraat,Buy,Amsterdam,1012 XL Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Voetboogstraat 4 2,Appartement,1012 XL,400000,k.k.,48,m²,2,,1012 XL,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Kalverdriehoek,BU0363AD08,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/a53b3837/spuistraat,Buy,Amsterdam,1012 VR Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Spuistraat 251 1,Appartement,1012 VR,550000,k.k.,59,m²,2,,1012 VR,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Spuistraat-Zuid,BU0363AD06,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/9b68e0fd/nieuwezijds-voorburgwal,Buy,Amsterdam,1012 RT Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Nieuwezijds Voorburgwal 294 1,Appartement,1012 RT,1395000,k.k.,150,m²,3,,1012 RT,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Spuistraat-Zuid,BU0363AD06,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/b08e15d0/sint-nicolaasstraat,Buy,Amsterdam,1012 NK Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Sint Nicolaasstraat 34,Appartement,1012 NK,1550000,k.k.,190,m²,5,,1012 NK,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Nieuwe Kerk e.o.,BU0363AD05,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/b7ccc31a/singel,Buy,Amsterdam,1012 VK Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Singel 155 A,Appartement,1012 VK,500000,k.k.,50,m²,2,,1012 VK,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Spuistraat-Noord,BU0363AD04,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/0b7cd340/spuistraat,Buy,Amsterdam,1012 TS Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Spuistraat 6 2V,Appartement,1012 TS,700000,k.k.,96,m²,3,,1012 TS,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Hemelrijk,BU0363AD02,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/32d2b0a5/gravenstraat,Buy,Amsterdam,1012 NM Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Gravenstraat 10 B,Appartement,1012 NM,450000,k.k.,54,m²,2,,1012 NM,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Nieuwe Kerk e.o.,BU0363AD05,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/8d9f9476/voetboogstraat,Buy,Amsterdam,1012 XL Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Voetboogstraat 2 E,Appartement,1012 XL,625000,k.k.,79,m²,4,,1012 XL,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Kalverdriehoek,BU0363AD08,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/63cae107/spuistraat,Buy,Amsterdam,1012 VV Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Spuistraat 240 A,Appartement,1012 VV,1250000,k.k.,200,m²,5,,1012 VV,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Spuistraat-Zuid,BU0363AD06,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/c75592be/spuistraat,Buy,Amsterdam,1012 VN Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Spuistraat 203 A,Appartement,1012 VN,479000,k.k.,52,m²,2,,1012 VN,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Spuistraat-Zuid,BU0363AD06,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/f1468101/nieuwezijds-voorburgwal,Buy,Amsterdam,1012 RV Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Nieuwezijds Voorburgwal 308 L,Appartement,1012 RV,799000,k.k.,119,m²,4,,1012 RV,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Spuistraat-Zuid,BU0363AD06,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/b364efb2/voetboogstraat,Buy,Amsterdam,1012 XL Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Voetboogstraat 2 E,Appartement,1012 XL,625000,k.k.,79,m²,4,,1012 XL,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Kalverdriehoek,BU0363AD08,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/b4633d63/sint-jacobsstraat,Buy,Amsterdam,1012 NC Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Sint Jacobsstraat 1 G,Appartement,1012 NC,650000,k.k.,81,m²,4,,1012 NC,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Nieuwendijk-Noord,BU0363AD03,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/17f089d8/singel,Buy,Amsterdam,1012 VG Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Singel 99 B,Appartement,1012 VG,899000,k.k.,82,m²,4,,1012 VG,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Spuistraat-Noord,BU0363AD04,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/db77abf9/nieuwezijds-voorburgwal,Buy,Amsterdam,1012 RT Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Nieuwezijds Voorburgwal 290 1,Appartement,1012 RT,650000,k.k.,88,m²,3,,1012 RT,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Spuistraat-Zuid,BU0363AD06,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/ba6b48e0/oude-braak,Buy,Amsterdam,1012 PS Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Oude Braak 25 H,Appartement,1012 PS,550000,k.k.,65,m²,2,,1012 PS,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Nieuwendijk-Noord,BU0363AD03,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/6e8ddfc8/stromarkt,Buy,Amsterdam,1012 SW Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Stromarkt 51,Appartement,1012 SW,399000,k.k.,39,m²,2,,1012 SW,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Hemelrijk,BU0363AD02,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/796fc18a/stromarkt,Buy,Amsterdam,1012 SW Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Stromarkt 43,Appartement,1012 SW,695000,k.k.,59,m²,3,,1012 SW,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Hemelrijk,BU0363AD02,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/575504b0/voetboogstraat,Buy,Amsterdam,1012 XL Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Voetboogstraat 18 2V,Appartement,1012 XL,345000,k.k.,35,m²,1,,1012 XL,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Kalverdriehoek,BU0363AD08,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/ac2da991/kattengat,Buy,Amsterdam,1012 SZ Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Kattengat 8 B,Appartement,1012 SZ,299000,k.k.,28,m²,2,,1012 SZ,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Hemelrijk,BU0363AD02,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/4d3ba592/koggestraat,Buy,Amsterdam,1012 TA Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Koggestraat 4,Appartement,1012 TA,795000,k.k.,106,m²,2,,1012 TA,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Hemelrijk,BU0363AD02,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/55ac293c/singel,Buy,Amsterdam,1012 VG Amsterdam (Burgwallen-Nieuwe Zijde),Appartement Singel 99 A,Appartement,1012 VG,375000,k.k.,33,m²,1,,1012 VG,Amsterdam,GM0363,Burgwallen-Nieuwe Zijde,WK0363AD,Spuistraat-Noord,BU0363AD04,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/apartment-for-rent/amsterdam/30ee6f44/warmoesstraat,Rent,Amsterdam,,Flat Warmoesstraat,Flat,1012 JC,2750,per month,105,m2,3,,1012 JC,Amsterdam,GM0363,Burgwallen-Oude Zijde,WK0363AE,Oude Kerk e.o.,BU0363AE02,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/apartment-for-rent/amsterdam/757a9748/oudezijds-voorburgwal,Rent,Amsterdam,,Flat Oudezijds Voorburgwal 133 1,Flat,1012 ER,2300,per month,55,m2,2,,1012 ER,Amsterdam,GM0363,Burgwallen-Oude Zijde,WK0363AE,Burgwallen-Oost,BU0363AE03,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/apartment-for-rent/amsterdam/72ea3676/oudezijds-voorburgwal,Rent,Amsterdam,,Flat Oudezijds Voorburgwal,Flat,1012 GM,4550,per month,105,m2,3,Furnished,1012 GM,Amsterdam,GM0363,Burgwallen-Oude Zijde,WK0363AE,Nes e.o.,BU0363AE04,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/appartement-te-koop/amsterdam/20ba8d35/binnengasthuisstraat,Buy,Amsterdam,,Appartement Binnengasthuisstraat 68,Appartement,1012 ZE,495000,k.k.,51,m2,2,,1012 ZE,Amsterdam,GM0363,Burgwallen-Oude Zijde,WK0363AE,BG-terrein e.o.,BU0363AE05,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/appartement-te-koop/amsterdam/15c42254/beursstraat,Buy,Amsterdam,,Appartement Beursstraat 25 E,Appartement,1012 JV,400000,k.k.,56,m2,2,,1012 JV,Amsterdam,GM0363,Burgwallen-Oude Zijde,WK0363AE,Oude Kerk e.o.,BU0363AE02,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-18,https://www.pararius.nl/apartment-for-rent/amsterdam/f3a27eee/oudezijds-voorburgwal,Rent,Amsterdam,1012 GL Amsterdam (Burgwallen-Oude Zijde),Flat Oudezijds Voorburgwal 302 D,Flat,1012 GL,4500,per month,130,m²,3,Furnished,1012 GL,Amsterdam,GM0363,Burgwallen-Oude Zijde,WK0363AE,Nes e.o.,BU0363AE04,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-17,2024-12-18,https://www.pararius.nl/apartment-for-rent/amsterdam/a3cd7f0c/warmoesstraat,Rent,Amsterdam,1012 JE Amsterdam (Burgwallen-Oude Zijde),Flat Warmoesstraat,Flat,1012 JE,2850,per month,70,m²,3,Upholstered or furnished,1012 JE,Amsterdam,GM0363,Burgwallen-Oude Zijde,WK0363AE,Kop Zeedijk,BU0363AE01,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/8359c9b7/monnikenstraat,Rent,Amsterdam,1012 BP Amsterdam (Burgwallen-Oude Zijde),Flat Monnikenstraat,Flat,1012 BP,2750,per month,74,m²,2,Furnished,1012 BP,Amsterdam,GM0363,Burgwallen-Oude Zijde,WK0363AE,Burgwallen-Oost,BU0363AE03,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/7a5b8f60/oudezijds-achterburgwal,Rent,Amsterdam,1012 DD Amsterdam (Burgwallen-Oude Zijde),Flat Oudezijds Achterburgwal,Flat,1012 DD,2695,per month,100,m²,2,Upholstered,1012 DD,Amsterdam,GM0363,Burgwallen-Oude Zijde,WK0363AE,Burgwallen-Oost,BU0363AE03,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/e756bbc6/langebrugsteeg,Rent,Amsterdam,1012 GB Amsterdam (Burgwallen-Oude Zijde),Flat Langebrugsteeg,Flat,1012 GB,2850,per month,89,m²,3,,1012 GB,Amsterdam,GM0363,Burgwallen-Oude Zijde,WK0363AE,Nes e.o.,BU0363AE04,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-17,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/08082833/rusland,Rent,Amsterdam,1012 CK Amsterdam (Burgwallen-Oude Zijde),Flat Rusland,Flat,1012 CK,1100,per month,35,m²,2,Upholstered,1012 CK,Amsterdam,GM0363,Burgwallen-Oude Zijde,WK0363AE,BG-terrein e.o.,BU0363AE05,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/72c4e916/pijlsteeg,Rent,Amsterdam,1012 HH Amsterdam (Burgwallen-Oude Zijde),Flat Pijlsteeg,Flat,1012 HH,2750,per month,75,m²,3,Furnished,1012 HH,Amsterdam,GM0363,Burgwallen-Oude Zijde,WK0363AE,Oude Kerk e.o.,BU0363AE02,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/484b49d4/lange-niezel,Rent,Amsterdam,1012 GT Amsterdam (Burgwallen-Oude Zijde),Flat Lange Niezel,Flat,1012 GT,2650,per month,72,m²,2,Furnished,1012 GT,Amsterdam,GM0363,Burgwallen-Oude Zijde,WK0363AE,Oude Kerk e.o.,BU0363AE02,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-19,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/8c7e124c/langebrugsteeg,Rent,Amsterdam,1012 GB Amsterdam (Burgwallen-Oude Zijde),Flat Langebrugsteeg,Flat,1012 GB,3550,per month,93,m²,5,Upholstered,1012 GB,Amsterdam,GM0363,Burgwallen-Oude Zijde,WK0363AE,Nes e.o.,BU0363AE04,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-17,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/7d6204f2/oudezijds-voorburgwal,Rent,Amsterdam,1012 ER Amsterdam (Burgwallen-Oude Zijde),Flat Oudezijds Voorburgwal 133 1,Flat,1012 ER,2300,per month,55,m²,2,,1012 ER,Amsterdam,GM0363,Burgwallen-Oude Zijde,WK0363AE,Burgwallen-Oost,BU0363AE03,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/24d2ba7b/oudezijds-achterburgwal,Rent,Amsterdam,1012 DT Amsterdam (Burgwallen-Oude Zijde),Flat Oudezijds Achterburgwal,Flat,1012 DT,2650,per month,86,m²,3,Furnished,1012 DT,Amsterdam,GM0363,Burgwallen-Oude Zijde,WK0363AE,Burgwallen-Oost,BU0363AE03,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/664f28cb/beursstraat,Rent,Amsterdam,1012 JV Amsterdam (Burgwallen-Oude Zijde),Flat Beursstraat 31 H,Flat,1012 JV,2500,per month,100,m²,2,Furnished,1012 JV,Amsterdam,GM0363,Burgwallen-Oude Zijde,WK0363AE,Oude Kerk e.o.,BU0363AE02,Centrum-West,Stadsdeel Centrum,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/2c7f7c6c/bethaniendwarsstraat,Buy,Amsterdam,1012 CB Amsterdam (Burgwallen-Oude Zijde),Huis Bethaniëndwarsstraat 8,Huis,1012 CB,800000,k.k.,51,m²,3,,1012 CB,Amsterdam,GM0363,Burgwallen-Oude Zijde,WK0363AE,Burgwallen-Oost,BU0363AE03,Centrum-West,Stadsdeel Centrum,2024
