page_source,first_scrape_date,last_scrape_date,url,post_type,city,location,title,property_type,postcode,price,price_type,surface,surface_unit,rooms,furnished,postcode_1,gemeente,gemeente_code,wijk,wijk_code,buurt,buurt_code,stadsdeel_onderverdeling,stadsdeel,pc6_jaar
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/apartment-for-rent/amsterdam/0e50e050/okeghemstraat,Rent,Amsterdam,,Flat Okeghemstraat 35,Flat,1075 PL,4250,per month,120,m2,4,,1075 PL,Amsterdam,GM0363,Willemspark,WK0363KC,Valeriusbuurt-West,BU0363KC03,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/apartment-for-rent/amsterdam/2527aa62/valeriusstraat,Rent,Amsterdam,,Flat Valeriusstraat 181 2,Flat,1075 EW,7500,per month,208,m2,7,,1075 EW,Amsterdam,GM0363,Willemspark,WK0363KC,Valeriusbuurt-West,BU0363KC03,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/apartment-for-rent/amsterdam/8e945ad2/koninginneweg,Rent,Amsterdam,,Flat Koninginneweg 200 2,Flat,1075 EK,3950,per month,170,m2,6,Upholstered,1075 EK,Amsterdam,GM0363,Willemspark,WK0363KC,Willemsparkbuurt-Noord,BU0363KC02,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/apartment-for-rent/amsterdam/25545941/koningslaan,Rent,Amsterdam,,Flat Koningslaan,Flat,1075 AE,5250,per month,101,m2,3,Furnished,1075 AE,Amsterdam,GM0363,Willemspark,WK0363KC,Willemsparkbuurt-Noord,BU0363KC02,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/appartement-te-koop/amsterdam/496143a1/de-lairessestraat,Buy,Amsterdam,,Appartement De Lairessestraat 172 A,Appartement,1075 HM,475000,k.k.,51,m2,2,,1075 HM,Amsterdam,GM0363,Willemspark,WK0363KC,Valeriusbuurt-Oost,BU0363KC04,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-17,https://www.pararius.nl/appartement-te-koop/amsterdam/a5b5f9e6/sophialaan,Buy,Amsterdam,1075 BS Amsterdam (Willemspark),Appartement Sophialaan 38 3,Appartement,1075 BS,1195000,k.k.,133,m²,5,,1075 BS,Amsterdam,GM0363,Willemspark,WK0363KC,Willemsparkbuurt-Noord,BU0363KC02,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/18a1a1c9/dufaystraat,Rent,Amsterdam,1075 GS Amsterdam (Willemspark),Flat Dufaystraat,Flat,1075 GS,3000,per month,70,m²,3,Furnished,1075 GS,Amsterdam,GM0363,Willemspark,WK0363KC,Valeriusbuurt-Oost,BU0363KC04,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/f6fc6fd8/koninginneweg,Rent,Amsterdam,1075 CT Amsterdam (Willemspark),Flat Koninginneweg 235 2,Flat,1075 CT,3750,per month,158,m²,6,,1075 CT,Amsterdam,GM0363,Willemspark,WK0363KC,Valeriusbuurt-West,BU0363KC03,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/7d4f649c/prins-hendriklaan,Rent,Amsterdam,1075 AZ Amsterdam (Willemspark),Flat Prins Hendriklaan,Flat,1075 AZ,6500,per month,126,m²,3,Upholstered,1075 AZ,Amsterdam,GM0363,Willemspark,WK0363KC,Willemsparkbuurt-Noord,BU0363KC02,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/221e3816/koninginneweg,Rent,Amsterdam,1075 EL Amsterdam (Willemspark),Flat Koninginneweg,Flat,1075 EL,3250,per month,92,m²,3,,1075 EL,Amsterdam,GM0363,Willemspark,WK0363KC,Willemsparkbuurt-Noord,BU0363KC02,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/2df5598e/koningslaan,Rent,Amsterdam,1075 AE Amsterdam (Willemspark),Flat Koningslaan,Flat,1075 AE,5250,per month,101,m²,3,Furnished,1075 AE,Amsterdam,GM0363,Willemspark,WK0363KC,Willemsparkbuurt-Noord,BU0363KC02,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/360a4d7f/cornelis-krusemanstraat,Rent,Amsterdam,1075 NB Amsterdam (Willemspark),Flat Cornelis Krusemanstraat 7 1,Flat,1075 NB,2850,per month,81,m²,3,Furnished,1075 NB,Amsterdam,GM0363,Willemspark,WK0363KC,Valeriusbuurt-West,BU0363KC03,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/ed20efb7/koninginneweg,Rent,Amsterdam,1075 ED Amsterdam (Willemspark),Flat Koninginneweg,Flat,1075 ED,3750,per month,90,m²,3,Furnished,1075 ED,Amsterdam,GM0363,Willemspark,WK0363KC,Willemsparkbuurt-Noord,BU0363KC02,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/1bd86b9e/johannes-verhulststraat,Rent,Amsterdam,1075 GW Amsterdam (Willemspark),Flat Johannes Verhulststraat 159 D,Flat,1075 GW,7350,per month,152,m²,4,Upholstered,1075 GW,Amsterdam,GM0363,Willemspark,WK0363KC,Valeriusbuurt-Oost,BU0363KC04,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/77394603/koninginneweg,Rent,Amsterdam,1075 EH Amsterdam (Willemspark),Flat Koninginneweg 176 2,Flat,1075 EH,4500,per month,157,m²,4,,1075 EH,Amsterdam,GM0363,Willemspark,WK0363KC,Willemsparkbuurt-Noord,BU0363KC02,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/14507393/pieter-lastmankade,Rent,Amsterdam,1075 KK Amsterdam (Willemspark),Flat Pieter Lastmankade 30 D,Flat,1075 KK,9950,per month,216,m²,3,Upholstered,1075 KK,Amsterdam,GM0363,Willemspark,WK0363KC,Valeriusbuurt-West,BU0363KC03,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/huis-te-koop/amsterdam/3b2eb27a/koninginneweg,Buy,Amsterdam,1075 CX Amsterdam (Willemspark),Huis Koninginneweg 14,Huis,1075 CX,2600000,k.k.,195,m²,5,,1075 CX,Amsterdam,GM0363,Willemspark,WK0363KC,Willemsparkbuurt-Noord,BU0363KC02,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/fce8eea4/brachthuijzerstraat,Buy,Amsterdam,1075 EN Amsterdam (Willemspark),Appartement Brachthuijzerstraat 3 2,Appartement,1075 EN,650000,k.k.,67,m²,3,,1075 EN,Amsterdam,GM0363,Willemspark,WK0363KC,Valeriusbuurt-Oost,BU0363KC04,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/83161cbd/saxen-weimarlaan,Buy,Amsterdam,1075 CD Amsterdam (Willemspark),Appartement Saxen-Weimarlaan 46 3,Appartement,1075 CD,1695000,k.k.,150,m²,4,,1075 CD,Amsterdam,GM0363,Willemspark,WK0363KC,Willemsparkbuurt-Noord,BU0363KC02,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/cf77e58e/koninginneweg,Buy,Amsterdam,1075 EC Amsterdam (Willemspark),Appartement Koninginneweg 134 3,Appartement,1075 EC,885000,k.k.,77,m²,3,,1075 EC,Amsterdam,GM0363,Willemspark,WK0363KC,Willemsparkbuurt-Noord,BU0363KC02,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/9dc695c9/valeriusstraat,Buy,Amsterdam,1075 GL Amsterdam (Willemspark),Appartement Valeriusstraat 240 A,Appartement,1075 GL,1049000,k.k.,122,m²,4,,1075 GL,Amsterdam,GM0363,Willemspark,WK0363KC,Valeriusbuurt-West,BU0363KC03,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/f580428c/johannes-verhulststraat,Buy,Amsterdam,1075 GX Amsterdam (Willemspark),Appartement Johannes Verhulststraat 165 H,Appartement,1075 GX,2300000,k.k.,274,m²,9,,1075 GX,Amsterdam,GM0363,Willemspark,WK0363KC,Valeriusbuurt-Oost,BU0363KC04,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/8dafa8f2/koninginneweg,Buy,Amsterdam,1075 EC Amsterdam (Willemspark),Appartement Koninginneweg 130 2A,Appartement,1075 EC,435000,k.k.,46,m²,2,,1075 EC,Amsterdam,GM0363,Willemspark,WK0363KC,Willemsparkbuurt-Noord,BU0363KC02,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/919704b4/amstelveenseweg,Buy,Amsterdam,1075 VZ Amsterdam (Willemspark),Appartement Amstelveenseweg 151 1,Appartement,1075 VZ,765000,k.k.,98,m²,4,,1075 VZ,Amsterdam,GM0363,Willemspark,WK0363KC,Valeriusbuurt-West,BU0363KC03,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/4c6b82f5/valeriusstraat,Buy,Amsterdam,1075 ET Amsterdam (Willemspark),Appartement Valeriusstraat 139 H,Appartement,1075 ET,2395000,k.k.,195,m²,9,,1075 ET,Amsterdam,GM0363,Willemspark,WK0363KC,Valeriusbuurt-Oost,BU0363KC04,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/81fd03af/amstelveenseweg,Buy,Amsterdam,1075 VZ Amsterdam (Willemspark),Appartement Amstelveenseweg 145 3,Appartement,1075 VZ,1250000,k.k.,144,m²,5,,1075 VZ,Amsterdam,GM0363,Willemspark,WK0363KC,Valeriusbuurt-West,BU0363KC03,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/f301068b/koninginneweg,Buy,Amsterdam,1075 CS Amsterdam (Willemspark),Appartement Koninginneweg 215 3,Appartement,1075 CS,800000,k.k.,66,m²,3,,1075 CS,Amsterdam,GM0363,Willemspark,WK0363KC,Valeriusbuurt-West,BU0363KC03,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/452d8608/johannes-verhulststraat,Buy,Amsterdam,1075 HD Amsterdam (Willemspark),Appartement Johannes Verhulststraat 192 2,Appartement,1075 HD,736000,k.k.,65,m²,3,,1075 HD,Amsterdam,GM0363,Willemspark,WK0363KC,Valeriusbuurt-Oost,BU0363KC04,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/5ad613e8/prins-hendriklaan,Buy,Amsterdam,1075 BD Amsterdam (Willemspark),Appartement Prins Hendriklaan 38 C,Appartement,1075 BD,1250000,k.k.,103,m²,2,,1075 BD,Amsterdam,GM0363,Willemspark,WK0363KC,Willemsparkbuurt-Noord,BU0363KC02,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/8b2bc072/valeriusstraat,Buy,Amsterdam,1075 GM Amsterdam (Willemspark),Appartement Valeriusstraat 256 3,Appartement,1075 GM,1100000,k.k.,107,m²,4,,1075 GM,Amsterdam,GM0363,Willemspark,WK0363KC,Valeriusbuurt-West,BU0363KC03,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/0676715a/de-lairessestraat,Buy,Amsterdam,1075 HL Amsterdam (Willemspark),Appartement De Lairessestraat 148 H,Appartement,1075 HL,2500000,k.k.,262,m²,5,,1075 HL,Amsterdam,GM0363,Willemspark,WK0363KC,Valeriusbuurt-Oost,BU0363KC04,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/apartment-for-rent/amsterdam/f761ccfa/ruysdaelstraat,Rent,Amsterdam,,Flat Ruysdaelstraat,Flat,1071 XC,2850,per month,78,m2,4,Upholstered,1071 XC,Amsterdam,GM0363,Museumkwartier,WK0363KD,Hondecoeterbuurt,BU0363KD07,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/apartment-for-rent/amsterdam/56eb2d70/van-baerlestraat,Rent,Amsterdam,,Flat Van Baerlestraat,Flat,1071 AX,2500,per month,62,m2,2,Upholstered,1071 AX,Amsterdam,GM0363,Museumkwartier,WK0363KD,Concertgebouwbuurt,BU0363KD03,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/apartment-for-rent/amsterdam/45803ba1/gabriel-metsustraat,Rent,Amsterdam,,Flat Gabriël Metsustraat 26 2,Flat,1071 EC,10000,per month,210,m2,6,Upholstered or furnished,1071 EC,Amsterdam,GM0363,Museumkwartier,WK0363KD,Johannes Vermeerbuurt,BU0363KD08,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/apartment-for-rent/amsterdam/996546a1/johannes-verhulststraat,Rent,Amsterdam,,Flat Johannes Verhulststraat 61 3,Flat,1071 MT,3500,per month,76,m2,3,Upholstered,1071 MT,Amsterdam,GM0363,Museumkwartier,WK0363KD,Cornelis Schuytbuurt,BU0363KD02,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/apartment-for-rent/amsterdam/a87659c5/vossiusstraat,Rent,Amsterdam,,Flat Vossiusstraat 10,Flat,1071 AB,2450,per month,65,m2,1,Furnished,1071 AB,Amsterdam,GM0363,Museumkwartier,WK0363KD,P.C. Hooftbuurt,BU0363KD04,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/apartment-for-rent/amsterdam/fee23d9c/cornelis-schuytstraat,Rent,Amsterdam,,Flat Cornelis Schuytstraat,Flat,1071 JH,2750,per month,65,m2,2,Upholstered,1071 JH,Amsterdam,GM0363,Museumkwartier,WK0363KD,Cornelis Schuytbuurt,BU0363KD02,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/apartment-for-rent/amsterdam/6f43e23a/johannes-verhulststraat,Rent,Amsterdam,,Flat Johannes Verhulststraat,Flat,1071 MZ,3300,per month,85,m2,3,Upholstered,1071 MZ,Amsterdam,GM0363,Museumkwartier,WK0363KD,Cornelis Schuytbuurt,BU0363KD02,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/apartment-for-rent/amsterdam/2f17a5c3/nicolaas-maesstraat,Rent,Amsterdam,,Flat Nicolaas Maesstraat 75 B,Flat,1071 PS,2950,per month,80,m2,3,Furnished,1071 PS,Amsterdam,GM0363,Museumkwartier,WK0363KD,Hondecoeterbuurt,BU0363KD07,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/apartment-for-rent/amsterdam/c2c0207e/de-lairessestraat,Rent,Amsterdam,,Flat De Lairessestraat,Flat,1071 PH,4200,per month,181,m2,3,Furnished,1071 PH,Amsterdam,GM0363,Museumkwartier,WK0363KD,Cornelis Schuytbuurt,BU0363KD02,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/huis-te-koop/amsterdam/f90ac344/van-breestraat,Buy,Amsterdam,,Huis Van Breestraat 65,Huis,1071 ZG,3450000,k.k.,287,m2,9,,1071 ZG,Amsterdam,GM0363,Museumkwartier,WK0363KD,Concertgebouwbuurt,BU0363KD03,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/studio-for-rent/amsterdam/c802054d/pieter-baststraat,Rent,Amsterdam,,Studio Pieter Baststraat,Studio,1071 TV,1140,per month,28,m2,1,Furnished,1071 TV,Amsterdam,GM0363,Museumkwartier,WK0363KD,Duivelseiland,BU0363KD09,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/appartement-te-koop/amsterdam/191f7284/frans-van-mierisstraat,Buy,Amsterdam,,Appartement Frans van Mierisstraat 87 4,Appartement,1071 RN,675000,k.k.,68,m2,2,,1071 RN,Amsterdam,GM0363,Museumkwartier,WK0363KD,Hondecoeterbuurt,BU0363KD07,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/appartement-te-koop/amsterdam/7c05c8a1/wanningstraat,Buy,Amsterdam,,Appartement Wanningstraat 12 A,Appartement,1071 LB,1125000,k.k.,113,m2,3,,1071 LB,Amsterdam,GM0363,Museumkwartier,WK0363KD,Concertgebouwbuurt,BU0363KD03,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/appartement-te-koop/amsterdam/73339f7b/pieter-cornelisz-hooftstraat,Buy,Amsterdam,,Appartement Pieter Cornelisz. Hooftstraat 165 1,Appartement,1071 BV,950000,k.k.,68,m2,4,,1071 BV,Amsterdam,GM0363,Museumkwartier,WK0363KD,Concertgebouwbuurt,BU0363KD03,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/appartement-te-koop/amsterdam/d5dcd5a7/van-eeghenstraat,Buy,Amsterdam,,Appartement Van Eeghenstraat 21 2,Appartement,1071 ET,1699000,k.k.,156,m2,6,,1071 ET,Amsterdam,GM0363,Museumkwartier,WK0363KD,Concertgebouwbuurt,BU0363KD03,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-17,https://www.pararius.nl/appartement-te-koop/amsterdam/53d8e714/heinzestraat,Buy,Amsterdam,1071 SK Amsterdam (Museumkwartier),Appartement Heinzestraat 13 1,Appartement,1071 SK,1850000,k.k.,187,m²,6,,1071 SK,Amsterdam,GM0363,Museumkwartier,WK0363KD,Banpleinbuurt,BU0363KD06,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/6e049606/cornelis-schuytstraat,Rent,Amsterdam,1071 JG Amsterdam (Museumkwartier),Flat Cornelis Schuytstraat,Flat,1071 JG,10850,per month,231,m²,5,Furnished,1071 JG,Amsterdam,GM0363,Museumkwartier,WK0363KD,Cornelis Schuytbuurt,BU0363KD02,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/5aae2e67/paulus-potterstraat,Rent,Amsterdam,1071 DA Amsterdam (Museumkwartier),Flat Paulus Potterstraat,Flat,1071 DA,4200,per month,110,m²,3,Furnished,1071 DA,Amsterdam,GM0363,Museumkwartier,WK0363KD,P.C. Hooftbuurt,BU0363KD04,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/8486cf19/valeriusstraat,Rent,Amsterdam,1071 ML Amsterdam (Museumkwartier),Flat Valeriusstraat 68 H,Flat,1071 ML,5750,per month,140,m²,7,Furnished,1071 ML,Amsterdam,GM0363,Museumkwartier,WK0363KD,Cornelis Schuytbuurt,BU0363KD02,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/dbebaaf6/cornelis-anthoniszstraat,Rent,Amsterdam,1071 VV Amsterdam (Museumkwartier),Flat Cornelis Anthoniszstraat,Flat,1071 VV,3100,per month,105,m²,4,Furnished,1071 VV,Amsterdam,GM0363,Museumkwartier,WK0363KD,Duivelseiland,BU0363KD09,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-17,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/b097cd5a/honthorststraat,Rent,Amsterdam,1071 DD Amsterdam (Museumkwartier),Flat Honthorststraat,Flat,1071 DD,5130,per month,85,m²,2,Furnished,1071 DD,Amsterdam,GM0363,Museumkwartier,WK0363KD,P.C. Hooftbuurt,BU0363KD04,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/47f15c51/joh-m-coenenstraat,Rent,Amsterdam,1071 WH Amsterdam (Museumkwartier),Flat Joh.M. Coenenstraat,Flat,1071 WH,3600,per month,100,m²,4,,1071 WH,Amsterdam,GM0363,Museumkwartier,WK0363KD,Hondecoeterbuurt,BU0363KD07,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/c9796860/vossiusstraat,Rent,Amsterdam,1071 AB Amsterdam (Museumkwartier),Flat Vossiusstraat,Flat,1071 AB,2400,per month,65,m²,1,Furnished,1071 AB,Amsterdam,GM0363,Museumkwartier,WK0363KD,P.C. Hooftbuurt,BU0363KD04,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/b9907021/nicolaas-maesstraat,Rent,Amsterdam,1071 PW Amsterdam (Museumkwartier),Flat Nicolaas Maesstraat,Flat,1071 PW,2950,per month,88,m²,2,Upholstered,1071 PW,Amsterdam,GM0363,Museumkwartier,WK0363KD,Hondecoeterbuurt,BU0363KD07,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/473690c6/cornelis-anthoniszstraat,Rent,Amsterdam,1071 VN Amsterdam (Museumkwartier),Flat Cornelis Anthoniszstraat 17 HS,Flat,1071 VN,2400,per month,56,m²,3,Upholstered,1071 VN,Amsterdam,GM0363,Museumkwartier,WK0363KD,Duivelseiland,BU0363KD09,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/2cef3eb4/pieter-cornelisz-hooftstraat,Rent,Amsterdam,1071 BZ Amsterdam (Museumkwartier),Flat Pieter Cornelisz. Hooftstraat 38 C,Flat,1071 BZ,2950,per month,72,m²,3,Upholstered,1071 BZ,Amsterdam,GM0363,Museumkwartier,WK0363KD,P.C. Hooftbuurt,BU0363KD04,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/c59af4bb/van-eeghenstraat,Rent,Amsterdam,1071 GE Amsterdam (Museumkwartier),Flat Van Eeghenstraat,Flat,1071 GE,2995,per month,63,m²,2,Upholstered,1071 GE,Amsterdam,GM0363,Museumkwartier,WK0363KD,Concertgebouwbuurt,BU0363KD03,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/c3a35baa/de-lairessestraat,Rent,Amsterdam,1071 PJ Amsterdam (Museumkwartier),Flat De Lairessestraat 104 1,Flat,1071 PJ,4500,per month,107,m²,3,Furnished,1071 PJ,Amsterdam,GM0363,Museumkwartier,WK0363KD,Cornelis Schuytbuurt,BU0363KD02,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/22c8ea71/van-eeghenstraat,Rent,Amsterdam,1071 ET Amsterdam (Museumkwartier),Flat Van Eeghenstraat,Flat,1071 ET,5750,per month,135,m²,4,,1071 ET,Amsterdam,GM0363,Museumkwartier,WK0363KD,Concertgebouwbuurt,BU0363KD03,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/bc3dcb01/roelof-hartstraat,Rent,Amsterdam,1071 VG Amsterdam (Museumkwartier),Flat Roelof Hartstraat,Flat,1071 VG,3250,per month,58,m²,3,Furnished,1071 VG,Amsterdam,GM0363,Museumkwartier,WK0363KD,Duivelseiland,BU0363KD09,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/9702993b/de-lairessestraat,Rent,Amsterdam,1071 PH Amsterdam (Museumkwartier),Flat De Lairessestraat,Flat,1071 PH,3950,per month,181,m²,3,Furnished,1071 PH,Amsterdam,GM0363,Museumkwartier,WK0363KD,Cornelis Schuytbuurt,BU0363KD02,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/dbcc77fa/pieter-cornelisz-hooftstraat,Rent,Amsterdam,1071 BZ Amsterdam (Museumkwartier),Flat Pieter Cornelisz. Hooftstraat 42 1,Flat,1071 BZ,2650,per month,60,m²,3,Upholstered,1071 BZ,Amsterdam,GM0363,Museumkwartier,WK0363KD,P.C. Hooftbuurt,BU0363KD04,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/1b5db041/wouwermanstraat,Rent,Amsterdam,1071 LW Amsterdam (Museumkwartier),Flat Wouwermanstraat 31 H,Flat,1071 LW,5750,per month,249,m²,8,Upholstered,1071 LW,Amsterdam,GM0363,Museumkwartier,WK0363KD,Hondecoeterbuurt,BU0363KD07,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/edea2e46/jacob-obrechtstraat,Rent,Amsterdam,1071 KJ Amsterdam (Museumkwartier),Flat Jacob Obrechtstraat 67 P,Flat,1071 KJ,5200,per month,211,m²,5,Upholstered,1071 KJ,Amsterdam,GM0363,Museumkwartier,WK0363KD,Hondecoeterbuurt,BU0363KD07,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/f6fc6a84/wouwermanstraat,Rent,Amsterdam,1071 LW Amsterdam (Museumkwartier),Flat Wouwermanstraat 33 H,Flat,1071 LW,7000,per month,210,m²,6,Upholstered,1071 LW,Amsterdam,GM0363,Museumkwartier,WK0363KD,Hondecoeterbuurt,BU0363KD07,Oud Zuid,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/c56699a2/van-baerlestraat,Rent,Amsterdam,1071 AX Amsterdam (Museumkwartier),Flat Van Baerlestraat,Flat,1071 AX,3850,per month,160,m²,5,Upholstered,1071 AX,Amsterdam,GM0363,Museumkwartier,WK0363KD,Concertgebouwbuurt,BU0363KD03,Oud Zuid,Stadsdeel Zuid,2024
